Order_Date,Category,Store_ID,Revenue
2022-01-19 20:03:40.342034,Accessories,S001,177.42
2022-01-19 22:41:22.088208,Hardware,S002,415.44
2022-01-20 01:19:03.834383,Electronics,S002,124.85
2022-01-20 03:56:45.580558,Software,S002,345.6
2022-01-20 06:34:27.326732,Electronics,S002,465.31
2022-01-20 09:12:09.072907,Electronics,S001,350.68
2022-01-20 11:49:50.819081,Electronics,S002,499.44
2022-01-20 14:27:32.565256,Accessories,S003,155.41
2022-01-20 17:05:14.311431,Electronics,S002,169.74
2022-01-20 19:42:56.057605,Electronics,S001,302.27
2022-01-20 22:20:37.803780,Hardware,S001,139.01
2022-01-21 00:58:19.549954,Accessories,S001,330.76
2022-01-21 03:36:01.296129,Hardware,S002,453.83
2022-01-21 06:13:43.042304,Hardware,S001,326.85
2022-01-21 08:51:24.788478,Electronics,S003,324.88
2022-01-21 11:29:06.534653,Electronics,S003,418.61
2022-01-21 14:06:48.280828,Electronics,S004,158.39
2022-01-21 16:44:30.027002,Hardware,S002,457.39
2022-01-21 19:22:11.773177,Electronics,S003,337.44
2022-01-21 21:59:53.519351,Electronics,S003,375.45
2022-01-22 00:37:35.265526,Hardware,S001,374.28
2022-01-22 03:15:17.011701,Electronics,S002,70.06
2022-01-22 05:52:58.757875,Electronics,S002,360.43
2022-01-22 08:30:40.504050,Electronics,S002,416.5
2022-01-22 11:08:22.250225,Hardware,S004,411.3
2022-01-22 13:46:03.996399,Electronics,S002,445.67
2022-01-22 16:23:45.742574,Electronics,S001,369.77
2022-01-22 19:01:27.488748,Electronics,S002,134.8
2022-01-22 21:39:09.234923,Hardware,S004,428.51
2022-01-23 00:16:50.981098,Hardware,S001,244.02
2022-01-23 02:54:32.727272,Electronics,S004,186.39
2022-01-23 05:32:14.473447,Accessories,S001,334.75
2022-01-23 08:09:56.219621,Hardware,S004,468.99
2022-01-23 10:47:37.965796,Software,S002,258.03
2022-01-23 13:25:19.711971,Electronics,S004,394.49
2022-01-23 16:03:01.458145,Electronics,S003,95.51
2022-01-23 18:40:43.204320,Accessories,S004,415.41
2022-01-23 21:18:24.950495,Software,S003,53.09
2022-01-23 23:56:06.696669,Accessories,S003,400.13
2022-01-24 02:33:48.442844,Software,S003,475.09
2022-01-24 05:11:30.189018,Hardware,S002,175.53
2022-01-24 07:49:11.935193,Electronics,S004,95.38
2022-01-24 10:26:53.681368,Electronics,S001,87.55
2022-01-24 13:04:35.427542,Hardware,S002,312.41
2022-01-24 15:42:17.173717,Electronics,S001,197.31
2022-01-24 18:19:58.919891,Electronics,S003,488.0
2022-01-24 20:57:40.666066,Accessories,S003,419.11
2022-01-24 23:35:22.412241,Hardware,S001,491.91
2022-01-25 02:13:04.158415,Electronics,S004,74.29
2022-01-25 04:50:45.904590,Electronics,S003,322.08
2022-01-25 07:28:27.650765,Hardware,S003,353.6
2022-01-25 10:06:09.396939,Software,S003,410.97
2022-01-25 12:43:51.143114,Hardware,S001,438.15
2022-01-25 15:21:32.889288,Accessories,S001,74.38
2022-01-25 17:59:14.635463,Accessories,S003,467.12
2022-01-25 20:36:56.381638,Electronics,S003,187.75
2022-01-25 23:14:38.127812,Hardware,S003,172.73
2022-01-26 01:52:19.873987,Accessories,S004,398.03
2022-01-26 04:30:01.620162,Accessories,S002,274.2
2022-01-26 07:07:43.366336,Electronics,S002,126.59
2022-01-26 09:45:25.112511,Electronics,S004,118.84
2022-01-26 12:23:06.858685,Electronics,S003,437.53
2022-01-26 15:00:48.604860,Accessories,S003,197.0
2022-01-26 17:38:30.351035,Software,S003,246.95
2022-01-26 20:16:12.097209,Software,S001,110.2
2022-01-26 22:53:53.843384,Electronics,S003,470.94
2022-01-27 01:31:35.589558,Electronics,S004,343.12
2022-01-27 04:09:17.335733,Accessories,S003,287.2
2022-01-27 06:46:59.081908,Electronics,S004,129.08
2022-01-27 09:24:40.828082,Electronics,S001,135.9
2022-01-27 12:02:22.574257,Electronics,S001,443.94
2022-01-27 14:40:04.320432,Hardware,S001,347.13
2022-01-27 17:17:46.066606,Electronics,S002,50.81
2022-01-27 19:55:27.812781,Electronics,S003,270.42
2022-01-27 22:33:09.558955,Hardware,S004,114.08
2022-01-28 01:10:51.305130,Hardware,S002,393.72
2022-01-28 03:48:33.051305,Software,S003,76.75
2022-01-28 06:26:14.797479,Hardware,S004,410.38
2022-01-28 09:03:56.543654,Hardware,S003,264.46
2022-01-28 11:41:38.289828,Accessories,S004,246.35
2022-01-28 14:19:20.036003,Hardware,S001,223.33
2022-01-28 16:57:01.782178,Hardware,S004,238.89
2022-01-28 19:34:43.528352,Software,S001,235.7
2022-01-28 22:12:25.274527,Hardware,S004,109.41
2022-01-29 00:50:07.020702,Electronics,S004,470.08
2022-01-29 03:27:48.766876,Electronics,S002,392.02
2022-01-29 06:05:30.513051,Hardware,S004,87.91
2022-01-29 08:43:12.259225,Electronics,S001,265.31
2022-01-29 11:20:54.005400,Hardware,S004,333.18
2022-01-29 13:58:35.751575,Hardware,S003,385.63
2022-01-29 16:36:17.497749,Electronics,S002,331.32
2022-01-29 19:13:59.243924,Hardware,S001,353.8
2022-01-29 21:51:40.990099,Hardware,S002,158.56
2022-01-30 00:29:22.736273,Hardware,S001,493.38
2022-01-30 03:07:04.482448,Electronics,S003,400.07
2022-01-30 05:44:46.228622,Hardware,S003,165.41
2022-01-30 08:22:27.974797,Electronics,S001,346.82
2022-01-30 11:00:09.720972,Hardware,S002,59.05
2022-01-30 13:37:51.467146,Hardware,S004,440.65
2022-01-30 16:15:33.213321,Electronics,S003,151.28
2022-01-30 18:53:14.959495,Hardware,S002,303.54
2022-01-30 21:30:56.705670,Software,S002,139.38
2022-01-31 00:08:38.451845,Accessories,S001,149.97
2022-01-31 02:46:20.198019,Electronics,S001,384.23
2022-01-31 05:24:01.944194,Hardware,S003,412.53
2022-01-31 08:01:43.690369,Accessories,S003,151.17
2022-01-31 10:39:25.436543,Hardware,S003,59.04
2022-01-31 13:17:07.182718,Hardware,S004,110.67
2022-01-31 15:54:48.928892,Accessories,S003,167.11
2022-01-31 18:32:30.675067,Electronics,S001,292.99
2022-01-31 21:10:12.421242,Electronics,S002,416.03
2022-01-31 23:47:54.167416,Electronics,S003,132.37
2022-02-01 02:25:35.913591,Electronics,S003,316.17
2022-02-01 05:03:17.659765,Software,S002,335.32
2022-02-01 07:40:59.405940,Electronics,S004,262.08
2022-02-01 10:18:41.152115,Hardware,S001,195.37
2022-02-01 12:56:22.898289,Accessories,S002,486.47
2022-02-01 15:34:04.644464,Electronics,S002,388.24
2022-02-01 18:11:46.390639,Electronics,S002,79.09
2022-02-01 20:49:28.136813,Accessories,S001,135.55
2022-02-01 23:27:09.882988,Electronics,S001,133.7
2022-02-02 02:04:51.629162,Hardware,S002,174.53
2022-02-02 04:42:33.375337,Hardware,S003,172.39
2022-02-02 07:20:15.121512,Accessories,S003,280.8
2022-02-02 09:57:56.867686,Software,S003,98.69
2022-02-02 12:35:38.613861,Electronics,S003,367.5
2022-02-02 15:13:20.360036,Software,S003,189.92
2022-02-02 17:51:02.106210,Software,S002,210.25
2022-02-02 20:28:43.852385,Electronics,S002,223.98
2022-02-02 23:06:25.598559,Electronics,S004,322.59
2022-02-03 01:44:07.344734,Hardware,S004,60.28
2022-02-03 04:21:49.090909,Software,S004,288.91
2022-02-03 06:59:30.837083,Hardware,S003,259.14
2022-02-03 09:37:12.583258,Accessories,S001,198.43
2022-02-03 12:14:54.329432,Hardware,S001,274.13
2022-02-03 14:52:36.075607,Electronics,S004,115.69
2022-02-03 17:30:17.821782,Hardware,S002,85.84
2022-02-03 20:07:59.567956,Electronics,S003,462.09
2022-02-03 22:45:41.314131,Software,S002,365.41
2022-02-04 01:23:23.060306,Software,S003,370.97
2022-02-04 04:01:04.806480,Electronics,S001,487.3
2022-02-04 06:38:46.552655,Accessories,S001,68.01
2022-02-04 09:16:28.298829,Hardware,S003,82.58
2022-02-04 11:54:10.045004,Electronics,S001,476.93
2022-02-04 14:31:51.791179,Software,S002,265.7
2022-02-04 17:09:33.537353,Electronics,S001,64.25
2022-02-04 19:47:15.283528,Hardware,S004,104.46
2022-02-04 22:24:57.029702,Electronics,S003,288.18
2022-02-05 01:02:38.775877,Hardware,S001,255.38
2022-02-05 03:40:20.522052,Hardware,S002,359.42
2022-02-05 06:18:02.268226,Electronics,S004,79.06
2022-02-05 08:55:44.014401,Hardware,S001,221.34
2022-02-05 11:33:25.760576,Hardware,S002,457.22
2022-02-05 14:11:07.506750,Accessories,S002,230.52
2022-02-05 16:48:49.252925,Electronics,S002,347.14
2022-02-05 19:26:30.999099,Accessories,S002,485.0
2022-02-05 22:04:12.745274,Hardware,S003,172.46
2022-02-06 00:41:54.491449,Hardware,S004,160.35
2022-02-06 03:19:36.237623,Software,S002,345.8
2022-02-06 05:57:17.983798,Electronics,S003,292.39
2022-02-06 08:34:59.729972,Software,S002,366.22
2022-02-06 11:12:41.476147,Hardware,S004,177.52
2022-02-06 13:50:23.222322,Accessories,S002,230.15
2022-02-06 16:28:04.968496,Software,S003,238.96
2022-02-06 19:05:46.714671,Electronics,S001,166.21
2022-02-06 21:43:28.460846,Hardware,S004,167.68
2022-02-07 00:21:10.207020,Hardware,S004,448.75
2022-02-07 02:58:51.953195,Hardware,S001,386.18
2022-02-07 05:36:33.699369,Electronics,S002,262.45
2022-02-07 08:14:15.445544,Hardware,S002,393.19
2022-02-07 10:51:57.191719,Software,S004,214.81
2022-02-07 13:29:38.937893,Accessories,S003,492.43
2022-02-07 16:07:20.684068,Electronics,S002,173.31
2022-02-07 18:45:02.430243,Electronics,S003,227.76
2022-02-07 21:22:44.176417,Hardware,S004,412.84
2022-02-08 00:00:25.922592,Hardware,S002,54.78
2022-02-08 02:38:07.668766,Accessories,S002,413.66
2022-02-08 05:15:49.414941,Hardware,S004,279.96
2022-02-08 07:53:31.161116,Hardware,S004,245.62
2022-02-08 10:31:12.907290,Software,S002,142.09
2022-02-08 13:08:54.653465,Electronics,S004,100.68
2022-02-08 15:46:36.399639,Hardware,S003,383.67
2022-02-08 18:24:18.145814,Electronics,S004,216.54
2022-02-08 21:01:59.891989,Software,S001,184.36
2022-02-08 23:39:41.638163,Electronics,S002,242.97
2022-02-09 02:17:23.384338,Software,S004,217.2
2022-02-09 04:55:05.130513,Electronics,S004,54.5
2022-02-09 07:32:46.876687,Hardware,S001,427.0
2022-02-09 10:10:28.622862,Software,S004,153.72
2022-02-09 12:48:10.369036,Hardware,S004,147.59
2022-02-09 15:25:52.115211,Hardware,S004,172.78
2022-02-09 18:03:33.861386,Electronics,S001,186.92
2022-02-09 20:41:15.607560,Electronics,S004,449.02
2022-02-09 23:18:57.353735,Accessories,S003,300.29
2022-02-10 01:56:39.099909,Software,S003,214.37
2022-02-10 04:34:20.846084,Hardware,S002,427.6
2022-02-10 07:12:02.592259,Accessories,S002,283.27
2022-02-10 09:49:44.338433,Electronics,S001,176.34
2022-02-10 12:27:26.084608,Software,S002,291.12
2022-02-10 15:05:07.830783,Software,S001,359.42
2022-02-10 17:42:49.576957,Hardware,S001,104.04
2022-02-10 20:20:31.323132,Accessories,S002,331.34
2022-02-10 22:58:13.069306,Electronics,S002,445.74
2022-02-11 01:35:54.815481,Accessories,S004,257.95
2022-02-11 04:13:36.561656,Accessories,S004,279.44
2022-02-11 06:51:18.307830,Electronics,S003,290.17
2022-02-11 09:29:00.054005,Software,S002,264.62
2022-02-11 12:06:41.800180,Accessories,S001,314.27
2022-02-11 14:44:23.546354,Electronics,S002,469.47
2022-02-11 17:22:05.292529,Electronics,S002,116.78
2022-02-11 19:59:47.038703,Electronics,S002,411.38
2022-02-11 22:37:28.784878,Accessories,S004,104.03
2022-02-12 01:15:10.531053,Hardware,S004,488.06
2022-02-12 03:52:52.277227,Electronics,S004,199.15
2022-02-12 06:30:34.023402,Electronics,S002,147.06
2022-02-12 09:08:15.769576,Hardware,S004,428.59
2022-02-12 11:45:57.515751,Hardware,S001,452.6
2022-02-12 14:23:39.261926,Electronics,S003,402.57
2022-02-12 17:01:21.008100,Hardware,S003,249.0
2022-02-12 19:39:02.754275,Hardware,S004,99.1
2022-02-12 22:16:44.500450,Accessories,S003,101.49
2022-02-13 00:54:26.246624,Accessories,S004,459.81
2022-02-13 03:32:07.992799,Software,S002,451.95
2022-02-13 06:09:49.738973,Hardware,S003,312.96
2022-02-13 08:47:31.485148,Accessories,S004,397.73
2022-02-13 11:25:13.231323,Electronics,S001,58.73
2022-02-13 14:02:54.977497,Hardware,S001,387.4
2022-02-13 16:40:36.723672,Electronics,S002,122.77
2022-02-13 19:18:18.469846,Software,S001,360.93
2022-02-13 21:56:00.216021,Hardware,S001,146.07
2022-02-14 00:33:41.962196,Electronics,S004,464.26
2022-02-14 03:11:23.708370,Software,S004,249.21
2022-02-14 05:49:05.454545,Accessories,S003,119.19
2022-02-14 08:26:47.200720,Electronics,S004,495.65
2022-02-14 11:04:28.946894,Electronics,S002,454.88
2022-02-14 13:42:10.693069,Accessories,S001,394.0
2022-02-14 16:19:52.439243,Electronics,S002,108.62
2022-02-14 18:57:34.185418,Electronics,S004,91.27
2022-02-14 21:35:15.931593,Electronics,S001,211.19
2022-02-15 00:12:57.677767,Hardware,S002,205.48
2022-02-15 02:50:39.423942,Accessories,S002,220.62
2022-02-15 05:28:21.170117,Electronics,S001,246.28
2022-02-15 08:06:02.916291,Electronics,S001,156.61
2022-02-15 10:43:44.662466,Electronics,S004,469.31
2022-02-15 13:21:26.408640,Accessories,S002,295.35
2022-02-15 15:59:08.154815,Electronics,S003,428.58
2022-02-15 18:36:49.900990,Electronics,S001,116.22
2022-02-15 21:14:31.647164,Hardware,S003,346.03
2022-02-15 23:52:13.393339,Electronics,S004,339.66
2022-02-16 02:29:55.139513,Electronics,S002,98.58
2022-02-16 05:07:36.885688,Electronics,S001,338.31
2022-02-16 07:45:18.631863,Hardware,S004,486.99
2022-02-16 10:23:00.378037,Accessories,S001,65.99
2022-02-16 13:00:42.124212,Software,S004,142.77
2022-02-16 15:38:23.870387,Electronics,S002,477.34
2022-02-16 18:16:05.616561,Hardware,S002,59.47
2022-02-16 20:53:47.362736,Electronics,S001,446.09
2022-02-16 23:31:29.108910,Hardware,S001,435.05
2022-02-17 02:09:10.855085,Electronics,S002,71.71
2022-02-17 04:46:52.601260,Electronics,S004,434.47
2022-02-17 07:24:34.347434,Electronics,S001,353.65
2022-02-17 10:02:16.093609,Electronics,S001,307.11
2022-02-17 12:39:57.839783,Electronics,S001,146.33
2022-02-17 15:17:39.585958,Electronics,S003,493.53
2022-02-17 17:55:21.332133,Electronics,S002,352.28
2022-02-17 20:33:03.078307,Accessories,S001,153.42
2022-02-17 23:10:44.824482,Accessories,S004,445.15
2022-02-18 01:48:26.570657,Electronics,S002,374.09
2022-02-18 04:26:08.316831,Accessories,S002,321.6
2022-02-18 07:03:50.063006,Accessories,S003,462.32
2022-02-18 09:41:31.809180,Software,S004,90.96
2022-02-18 12:19:13.555355,Electronics,S004,391.63
2022-02-18 14:56:55.301530,Hardware,S004,413.47
2022-02-18 17:34:37.047704,Hardware,S002,489.44
2022-02-18 20:12:18.793879,Accessories,S002,494.29
2022-02-18 22:50:00.540054,Electronics,S002,464.79
2022-02-19 01:27:42.286228,Electronics,S001,86.77
2022-02-19 04:05:24.032403,Electronics,S002,414.24
2022-02-19 06:43:05.778577,Electronics,S001,396.83
2022-02-19 09:20:47.524752,Electronics,S001,313.47
2022-02-19 11:58:29.270927,Electronics,S001,162.74
2022-02-19 14:36:11.017101,Hardware,S003,299.74
2022-02-19 17:13:52.763276,Electronics,S002,124.71
2022-02-19 19:51:34.509450,Hardware,S003,357.87
2022-02-19 22:29:16.255625,Hardware,S004,76.93
2022-02-20 01:06:58.001800,Electronics,S003,453.52
2022-02-20 03:44:39.747974,Electronics,S001,463.22
2022-02-20 06:22:21.494149,Software,S002,338.15
2022-02-20 09:00:03.240324,Accessories,S002,240.72
2022-02-20 11:37:44.986498,Software,S003,164.74
2022-02-20 14:15:26.732673,Accessories,S004,199.14
2022-02-20 16:53:08.478847,Hardware,S001,272.32
2022-02-20 19:30:50.225022,Software,S004,227.76
2022-02-20 22:08:31.971197,Electronics,S001,494.18
2022-02-21 00:46:13.717371,Electronics,S004,426.64
2022-02-21 03:23:55.463546,Software,S002,285.91
2022-02-21 06:01:37.209720,Software,S003,254.17
2022-02-21 08:39:18.955895,Electronics,S004,101.8
2022-02-21 11:17:00.702070,Hardware,S002,113.06
2022-02-21 13:54:42.448244,Accessories,S001,381.6
2022-02-21 16:32:24.194419,Electronics,S003,354.2
2022-02-21 19:10:05.940594,Accessories,S001,348.63
2022-02-21 21:47:47.686768,Hardware,S002,61.38
2022-02-22 00:25:29.432943,Software,S003,479.65
2022-02-22 03:03:11.179117,Accessories,S002,427.86
2022-02-22 05:40:52.925292,Software,S003,217.2
2022-02-22 08:18:34.671467,Accessories,S001,406.01
2022-02-22 10:56:16.417641,Software,S004,126.99
2022-02-22 13:33:58.163816,Electronics,S003,64.63
2022-02-22 16:11:39.909990,Accessories,S003,174.77
2022-02-22 18:49:21.656165,Electronics,S002,172.58
2022-02-22 21:27:03.402340,Electronics,S004,409.25
2022-02-23 00:04:45.148514,Accessories,S004,222.1
2022-02-23 02:42:26.894689,Accessories,S002,163.4
2022-02-23 05:20:08.640864,Electronics,S002,350.67
2022-02-23 07:57:50.387038,Electronics,S002,198.32
2022-02-23 10:35:32.133213,Hardware,S003,412.77
2022-02-23 13:13:13.879387,Accessories,S002,200.57
2022-02-23 15:50:55.625562,Hardware,S002,303.28
2022-02-23 18:28:37.371737,Accessories,S003,77.38
2022-02-23 21:06:19.117911,Electronics,S004,223.71
2022-02-23 23:44:00.864086,Electronics,S001,388.88
2022-02-24 02:21:42.610261,Hardware,S002,327.03
2022-02-24 04:59:24.356435,Hardware,S002,80.23
2022-02-24 07:37:06.102610,Hardware,S002,465.46
2022-02-24 10:14:47.848784,Electronics,S003,202.93
2022-02-24 12:52:29.594959,Hardware,S001,337.83
2022-02-24 15:30:11.341134,Hardware,S002,360.72
2022-02-24 18:07:53.087308,Hardware,S002,189.32
2022-02-24 20:45:34.833483,Electronics,S001,169.57
